trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_z,distance_z,hour,day_of_week,month,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,avg_ride_distance,avg_ride_fare,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,ride_frequency,days_since_signup,ride_cancelled_rate,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type
T00462,R0170,Zone_9,-2.2480334580725554,0.20789543131585894,-1.8511950091924403,2023-10-24,1,-1.4794793188173228,-1.6678945400312282,0,Tuesday,10,False,True,False,False,-0.0011457866758779588,-0.000943524469517044,0,Saanvi Kumar,29.0,2,Bengaluru,2020-05-20,28,3,3.68,Low,2221,0.10714285714285714,Zone_9,11037,1.83,56.1,Mixed
T00463,R0039,Zone_8,-3.0615083248328694,0.0457928474985243,-4.158898086256529,2024-02-12,1,-1.6000197189131253,-1.8490031472932953,0,Monday,2,False,True,False,False,-0.0015604017965509017,-0.0021197237952377823,0,Aadhya Iyer,24.0,1,Chennai,2023-11-18,190,14,4.2,Medium,944,0.07368421052631578,Zone_8,4516,1.93,31.0,Business
T00464,R0242,Zone_6,-1.7686790005759854,0.2602472873260228,-1.8338374776090098,2024-03-12,1,-1.4773335734753033,-1.510306531114884,0,Tuesday,3,False,False,False,True,-0.0009014673805178315,-0.0009346776134602497,0,Kavya Iyer,34.0,1,Ahmedabad,2022-06-05,445,8,4.54,High,1475,0.017977528089887642,Zone_6,14627,0.54,37.6,Mixed
T00465,R0294,Zone_5,-0.1797969027234283,0.4814426761439322,0.3154204888103771,2023-10-12,1,0.009415507915750711,-0.48951256291050543,0,Thursday,10,True,False,False,False,-9.1639603834571e-05,0.00016076477513271003,0,Arjun Reddy,24.0,1,Surat,2021-04-02,41,7,3.2,Low,1904,0.17073170731707318,Zone_5,2590,1.31,43.9,Business
T00466,R0245,Zone_8,-1.168722969741044,0.3726512181001246,-0.6707387186460825,2024-05-11,1,-1.1732688364797137,-1.2351155304699248,0,Saturday,5,False,False,True,False,-0.0005956793933440591,-0.0003418647903394916,0,Diya Sharma,35.0,0,Hyderabad,2020-03-04,265,48,4.73,Medium,2298,0.1811320754716981,Zone_8,4516,1.93,31.0,Business
T00467,R0251,Zone_8,-1.1474123523728266,0.31705341993795605,-0.457350259725876,2023-09-06,1,-1.0480582847571631,-1.2233552312970633,0,Wednesday,9,False,False,True,False,-0.0005848177127282501,-0.00023310410791329054,0,Vivaan Iyer,46.0,0,Mumbai,2020-01-13,213,26,4.48,Medium,2349,0.12206572769953052,Zone_8,4516,1.93,31.0,Business
T00468,R0112,Zone_5,0.2039721945646309,0.49131505781324547,0.2601735329456459,2023-11-30,0,-0.12235850014709504,-0.05438149351462967,0,Thursday,11,False,True,False,False,0.00010396136318278843,0.00013260628590501829,0,Meera Nair,41.0,0,Delhi,2020-11-13,311,11,3.24,Medium,2044,0.03536977491961415,Zone_5,2590,1.31,43.9,Business
T00469,R0261,Zone_1,-1.0133445961713268,0.3634377843613077,-0.1310756773483819,2023-10-18,1,-0.7583826635845279,-1.1457372567561774,0,Wednesday,10,True,False,False,False,-0.0005164855230231024,-6.680717499917528e-05,0,Aarav Kumar,31.0,1,Pune,2022-08-26,477,83,4.24,High,1393,0.1740041928721174,Zone_1,4921,2.43,30.9,Residential
T00470,R0181,Zone_5,-1.2888767949862223,0.32489846452429616,-0.301377848726434,2024-06-26,1,-0.9278965456040699,-1.2986211460033767,0,Wednesday,6,False,False,False,True,-0.0006569198751203987,-0.00015360746622142404,0,Arjun Patel,32.0,1,Hyderabad,2019-01-09,349,32,3.75,High,2718,0.09169054441260745,Zone_5,2590,1.31,43.9,Business
T00472,R0120,Zone_5,0.5235343957329194,0.721290274287922,0.38883116401889406,2023-03-30,0,0.2074551809527287,0.3948619348886798,0,Thursday,3,False,True,False,False,0.0002668371028200405,0.00019818102141635783,0,Ishaan Gupta,18.0,2,Surat,2020-07-12,311,15,4.55,Medium,2168,0.04823151125401929,Zone_5,2590,1.31,43.9,Business
T00473,R0172,Zone_6,0.2833357814799846,0.5485121912397888,0.5778743118792828,2024-02-18,1,0.8720051354075976,0.04910913920655146,0,Sunday,2,False,False,True,False,0.00014441171329255078,0.00029453328841961407,0,Reyansh Reddy,31.0,2,Pune,2019-12-24,168,14,3.72,Medium,2369,0.08333333333333333,Zone_6,14627,0.54,37.6,Mixed
T00474,R0217,Zone_4,-3.1897154191890746,0.031625517695221775,-5.0530107300987375,2023-08-17,1,-1.613651512850661,-1.8701716858044461,0,Thursday,8,False,False,False,True,-0.001625746900707989,-0.0025754387003561353,0,Kavya Iyer,39.0,2,Jaipur,2023-03-03,104,5,3.52,Low,1204,0.04807692307692308,Zone_4,4038,2.46,48.2,Business
T00475,R0010,Zone_4,-0.0026633810877407225,0.5550779588863638,-0.10092085081059564,2023-01-12,0,-0.7231671959125604,-0.3013477761447214,0,Thursday,1,False,False,True,False,-1.3574827154641806e-06,-5.1437742513045686e-05,0,Vivaan Gupta,25.0,0,Surat,2023-05-14,173,1,3.38,Medium,1132,0.005780346820809248,Zone_4,4038,2.46,48.2,Business
T00476,R0070,Zone_10,0.2798109389949443,0.587527183467184,0.40682930354351615,2023-06-09,0,0.2604677129320347,0.044405019537406956,0,Friday,6,False,True,False,False,0.00014261515748977794,0.0002073543850884384,0,Meera Reddy,33.0,1,Bengaluru,2023-01-03,310,6,3.54,Medium,1263,0.01935483870967742,Zone_10,2440,1.54,35.4,Industrial
T00477,R0143,Zone_4,-3.296905880130893,0.0027399758131106955,-8.865229644155459,2024-07-26,0,-1.63498274595662,-1.8866361046464524,0,Friday,7,False,True,False,False,-0.0016803801631655926,-0.004518465669804006,0,Meera Kumar,42.0,2,Kolkata,2023-03-28,74,13,4.56,Low,1179,0.17567567567567569,Zone_4,4038,2.46,48.2,Business
T00478,R0237,Zone_8,0.34720720461828186,0.6210777655405699,0.5857351943735744,2023-08-21,0,0.9055797389944912,0.13613535308572683,0,Monday,8,False,False,True,False,0.00017696595546293673,0.000298539854420782,0,Aadhya Nair,40.0,1,Chennai,2022-12-13,36,3,3.71,Low,1284,0.08333333333333333,Zone_8,4516,1.93,31.0,Business
T00479,R0062,Zone_10,1.065322186786551,0.7399570504811079,0.4470056194315792,2024-03-02,0,0.38580448496882164,1.3897832449127632,0,Saturday,3,False,False,True,False,0.0005429776691062952,0.00022783161031171212,0,Kavya Sharma,38.0,1,Jaipur,2019-05-13,57,3,3.58,Low,2594,0.05263157894736842,Zone_10,2440,1.54,35.4,Industrial
T00480,R0022,Zone_9,-0.11334085477845668,0.4881969745015483,-0.2628054353900169,2023-05-26,0,-0.8934383998175213,-0.4213028277079087,0,Friday,5,False,False,True,False,-5.776801976475876e-05,-0.00013394772445974356,0,Aarav Nair,43.0,0,Kolkata,2020-09-14,220,1,3.32,Medium,2104,0.004545454545454545,Zone_9,11037,1.83,56.1,Mixed
T00481,R0259,Zone_6,0.046929462489734286,0.5726145096630866,0.4090141145295371,2023-11-19,1,0.26703116927232945,-0.24489834011498615,0,Sunday,11,False,True,False,False,2.391919596826416e-05,0.000208467948282129,0,Aadhya Das,32.0,1,Jaipur,2019-06-25,150,27,3.52,Low,2551,0.18,Zone_6,14627,0.54,37.6,Mixed
T00482,R0004,Zone_10,-1.4437934098744143,0.31589069588245766,-0.4076822500368232,2023-01-12,1,-1.0128428170851955,-1.3738870607096905,0,Thursday,1,False,True,False,False,-0.0007358783944314038,-0.00020778911826545523,0,Aarav Nair,19.0,2,Kolkata,2019-07-28,464,5,3.19,High,2518,0.010775862068965518,Zone_10,2440,1.54,35.4,Industrial
T00483,R0257,Zone_6,-2.215098216410586,0.21534302293606994,-1.3108658641029265,2023-04-14,1,-1.389862895709449,-1.658486300692939,0,Friday,4,False,False,False,True,-0.0011290001103010123,-0.0006681273517344172,0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459,19,4.82,High,1196,0.04139433551198257,Zone_6,14627,0.54,37.6,Mixed
T00484,R0002,Zone_5,0.9906246667740172,0.8651206810180229,0.38277658336635617,2023-11-02,0,0.1900367775880997,1.2321952359964186,0,Thursday,11,True,False,False,False,0.0005049055386208038,0.00019509509855573709,0,Ishaan Nair,39.0,0,Mumbai,2019-11-23,70,5,4.12,Low,2400,0.07142857142857142,Zone_5,2590,1.31,43.9,Business
T00485,R0196,Zone_4,-0.510580511812703,0.5216601604084306,0.12917340356212326,2023-06-15,1,-0.38578029595855023,-0.7905762217357598,0,Thursday,6,False,False,True,False,-0.000260234715500868,6.58376164944563e-05,0,Vivaan Das,18.0,1,Hyderabad,2019-06-24,51,9,4.93,Low,2552,0.17647058823529413,Zone_4,4038,2.46,48.2,Business
T00486,R0076,Zone_4,-0.9483557723060329,0.4110467218135869,-0.3554404769440054,2024-05-06,1,-0.9728309774722433,-1.1057522395684483,0,Monday,5,False,False,True,False,-0.00048336175958513396,-0.00018116232260142985,0,Reyansh Reddy,40.0,1,Bengaluru,2022-01-02,137,13,3.34,Low,1629,0.0948905109489051,Zone_4,4038,2.46,48.2,Business
T00487,R0242,Zone_7,-0.5541335654841791,0.3630100468536991,-0.09129934050619587,2023-09-19,1,-0.7115549270028078,-0.8258571192543445,0,Tuesday,9,True,False,False,False,-0.00028243300993077426,-4.653381269428943e-05,0,Kavya Iyer,34.0,1,Ahmedabad,2022-06-05,445,8,4.54,High,1475,0.017977528089887642,Zone_7,11070,0.64,45.2,Industrial
T00488,R0086,Zone_5,0.18351256589571013,0.5581899646376334,0.15411946073228713,2024-05-18,0,-0.3403409828334309,-0.08025415169492504,0,Saturday,5,False,False,False,True,9.353341788772178e-05,7.855222259545726e-05,0,Vivaan Patel,23.0,1,Hyderabad,2019-11-08,337,17,4.56,High,2415,0.050445103857566766,Zone_5,2590,1.31,43.9,Business
T00489,R0037,Zone_8,-1.4437934098744143,0.26254401508307235,-0.5913402618370829,2024-03-25,1,-1.131111251524742,-1.3738870607096905,0,Monday,3,False,False,True,False,-0.0007358783944314038,-0.00030139666760299844,0,Aadhya Iyer,32.0,2,Ahmedabad,2020-11-21,489,6,3.36,High,2036,0.012269938650306749,Zone_8,4516,1.93,31.0,Business
T00490,R0067,Zone_2,0.34720720461828186,0.695878623288373,0.44844252919128286,2024-04-29,0,0.3904746365955701,0.13613535308572683,0,Monday,4,True,False,False,False,0.00017696595546293673,0.00022856398021981798,0,Saanvi Iyer,32.0,1,Pune,2022-07-24,348,9,3.38,High,1426,0.02586206896551724,Zone_2,6371,0.91,58.4,Residential
T00491,R0163,Zone_3,-2.0597198428408694,0.17965624782497153,-1.5195695799030304,2024-07-06,1,-1.4308844978362927,-1.6114451040014928,0,Saturday,7,False,False,True,False,-0.0010498062399800557,-0.0007745002955672937,0,Kavya Gupta,33.0,2,Ahmedabad,2020-02-20,302,21,3.56,Medium,2311,0.0695364238410596,Zone_3,12971,2.11,38.0,Business
T00492,R0045,Zone_1,0.8200022696694098,0.6399855600366546,0.7717989575003937,2024-07-17,0,2.1002550132424176,0.8982027394871519,0,Wednesday,7,False,False,True,False,0.0004179420334706472,0.00039337357670764207,0,Saanvi Iyer,34.0,2,Ahmedabad,2023-07-12,100,16,4.88,Low,1073,0.16,Zone_1,4921,2.43,30.9,Residential
T00493,R0038,Zone_4,-1.2077984786026028,0.3597441345521901,-0.42312697165120944,2023-03-30,1,-1.024076425052239,-1.2562840689810755,0,Thursday,3,False,True,False,False,-0.0006155955548433245,-0.00021566104569378667,0,Aarav Singh,37.0,2,Kolkata,2023-02-11,68,7,4.07,Low,1224,0.10294117647058823,Zone_4,4038,2.46,48.2,Business
T00494,R0296,Zone_3,1.1336144343034078,0.9562864031047017,0.32131627665091167,2023-07-11,0,0.02430950499565099,1.5403150743253902,0,Tuesday,7,True,False,False,False,0.000577785134711217,0.00016376976383838514,0,Reyansh Patel,37.0,2,Hyderabad,2021-02-20,390,58,3.97,High,1945,0.14871794871794872,Zone_3,12971,2.11,38.0,Business
T00495,R0167,Zone_7,0.22782530123697836,0.6474222141807637,0.5113856810283677,2024-02-10,1,0.6088357802246154,-0.02380471566518978,0,Saturday,2,False,True,False,False,0.0001161189099067168,0.00026064509736410175,0,Kavya Nair,44.0,1,Hyderabad,2022-08-25,117,5,4.75,Low,1394,0.042735042735042736,Zone_7,11070,0.64,45.2,Industrial
T00496,R0295,Zone_10,-0.798095892781665,0.34308278752174926,-0.7744404693615691,2024-05-09,1,-1.2217374371465075,-1.0069657265164116,0,Thursday,5,False,False,False,True,-0.0004067767037623165,-0.0003947199130283227,0,Kavya Gupta,18.0,0,Delhi,2019-05-29,98,18,3.59,Low,2578,0.1836734693877551,Zone_10,2440,1.54,35.4,Industrial
T00497,R0043,Zone_2,0.9051419275234883,0.7524881548970033,0.4831221887931052,2023-12-11,0,0.5073546475785159,1.060494868072641,0,Monday,12,False,True,False,False,0.0004613363544971908,0.00024623964770290784,0,Diya Kumar,28.0,1,Ahmedabad,2021-12-10,85,16,4.68,Low,1652,0.18823529411764706,Zone_2,6371,0.91,58.4,Residential
T00498,R0113,Zone_8,-2.1124342419047686,0.16523895884084971,-0.9565482022974302,2024-01-17,1,-1.292042152176206,-1.627909522843499,0,Wednesday,1,False,True,False,False,-0.0010766739255375986,-0.00048753731003946493,0,Aadhya Singh,26.0,2,Chennai,2019-03-09,423,26,4.61,High,2659,0.061465721040189124,Zone_8,4516,1.93,31.0,Business
T00499,R0100,Zone_5,-0.3549416958725588,0.5098998334502114,0.15249079344182265,2023-04-02,1,-0.3433702703751054,-0.6565088111651388,0,Sunday,4,True,False,False,False,-0.00018090810187184445,7.7722116942825e-05,0,Ishaan Gupta,28.0,1,Delhi,2021-05-24,383,60,3.79,High,1852,0.1566579634464752,Zone_5,2590,1.31,43.9,Business
T00500,R0033,Zone_9,0.2369074362266003,0.548921061482607,0.4108137274500247,2024-01-22,0,0.27245864278449655,-0.012044416492328316,0,Monday,1,True,False,False,False,0.00012074792875973511,0.00020938518218655694,0,Diya Iyer,18.0,0,Chennai,2019-05-22,472,37,3.24,High,2585,0.07838983050847458,Zone_9,11037,1.83,56.1,Mixed
T00501,R0048,Zone_10,0.12249064856163139,0.49235032991111904,0.4685109705094088,2024-05-28,1,0.45711896251241163,-0.15552006640123875,0,Tuesday,5,False,False,False,True,6.243152322203434e-05,0.00023879254358277717,0,Kavya Sharma,35.0,1,Hyderabad,2019-05-31,207,1,3.02,Medium,2576,0.004830917874396135,Zone_10,2440,1.54,35.4,Industrial
T00502,R0256,Zone_9,-1.5325002928659686,0.24205039883002027,-0.575340252335597,2024-06-26,1,-1.1220233888997182,-1.4138720778974196,0,Wednesday,6,False,True,False,False,-0.0007810908730203713,-0.0002932417188254827,0,Aadhya Sharma,31.0,0,Delhi,2021-03-25,265,8,3.65,Medium,1912,0.03018867924528302,Zone_9,11037,1.83,56.1,Mixed
T00503,R0195,Zone_5,-0.9297242664926636,0.308633898867362,-0.36485311491465033,2024-07-22,1,-0.9802779760121935,-1.0939919403955867,0,Monday,7,False,False,True,False,-0.00047386557925212214,-0.00018595979353448029,0,Aadhya Reddy,33.0,1,Kolkata,2021-05-27,72,10,4.97,Low,1849,0.1388888888888889,Zone_5,2590,1.31,43.9,Business
T00504,R0092,Zone_10,0.38237551171333284,0.6437643022687018,0.0008603434760554105,2023-02-27,0,-0.5902572050215866,0.18552860961174492,0,Monday,2,False,False,False,True,0.0001948906787529729,4.3850330074179945e-07,0,Aarav Nair,21.0,1,Surat,2019-07-18,252,23,4.51,Medium,2528,0.09126984126984126,Zone_10,2440,1.54,35.4,Industrial
T00505,R0126,Zone_5,-1.9178705013910204,0.26436875429795337,-1.8709649067751142,2024-04-19,1,-1.4818775047878152,-1.5644039073100469,0,Friday,4,False,False,True,False,-0.0009775079008109177,-0.0009536008699159603,0,Diya Reddy,29.0,0,Surat,2022-09-25,411,20,3.65,High,1363,0.04866180048661801,Zone_5,2590,1.31,43.9,Business
T00506,R0058,Zone_9,1.1051517304651768,0.6781646247199167,0.5711533421691278,2023-07-07,0,0.8437317850186344,1.4768094587919383,0,Friday,7,False,False,False,True,0.000563278150084188,0.00029110771772126803,0,Vivaan Reddy,46.0,1,Kolkata,2021-05-31,480,25,4.32,High,1845,0.052083333333333336,Zone_9,11037,1.83,56.1,Mixed
T00507,R0146,Zone_3,0.6336779640368856,0.7120333324871163,0.10135047296405372,2024-02-21,0,-0.4341226763111076,0.5712664224816024,0,Wednesday,2,False,True,False,False,0.0003229755168383719,5.165671404895704e-05,0,Kavya Gupta,30.0,1,Surat,2020-04-15,80,11,3.89,Low,2256,0.1375,Zone_3,12971,2.11,38.0,Business
T00508,R0027,Zone_4,-0.31126049602687667,0.4653516118337173,0.08280311697424575,2024-02-22,1,-0.46504665329903583,-0.6165237939774098,0,Thursday,2,False,False,True,False,-0.00015864449338780665,4.220342353427408e-05,0,Ishaan Iyer,39.0,1,Jaipur,2019-10-05,403,61,3.98,High,2449,0.1513647642679901,Zone_4,4038,2.46,48.2,Business
T00509,R0040,Zone_3,0.0243865147807747,0.5177266834480304,0.34382852167631645,2024-01-21,1,0.08274951048712373,-0.27077099829528134,0,Sunday,1,False,True,False,False,1.2429416300089042e-05,0.00017524389484012052,0,Aarav Gupta,34.0,2,Surat,2023-05-05,485,36,4.41,High,1141,0.07422680412371134,Zone_3,12971,2.11,38.0,Business
T00510,R0044,Zone_6,1.3947403231743924,0.8744342307968054,0.7717989575003937,2024-04-04,0,2.208173381914576,2.1777232894944833,0,Thursday,4,False,False,True,False,0.0007108768211898025,0.00039337357670764207,0,Arjun Gupta,36.0,0,Hyderabad,2020-08-01,271,5,3.21,Medium,2148,0.01845018450184502,Zone_6,14627,0.54,37.6,Mixed
T00511,R0255,Zone_1,0.9195053597712174,0.7021516101448612,0.449681954911387,2023-01-04,0,0.3945136866511361,1.0887195860875085,0,Wednesday,1,False,False,False,True,0.0004686571660403758,0.0002291956956734898,0,Reyansh Sharma,37.0,0,Bengaluru,2021-07-06,475,42,3.12,High,1809,0.08842105263157894,Zone_1,4921,2.43,30.9,Residential
T00512,R0119,Zone_2,0.5491605019788598,0.5884576563858421,0.2669340418622464,2024-05-21,0,-0.1069596218102491,0.43484695207640894,0,Tuesday,5,False,True,False,False,0.0002798983190514066,0.00013605200910410113,0,Saanvi Iyer,47.0,1,Hyderabad,2023-05-05,30,1,4.39,Low,1141,0.03333333333333333,Zone_2,6371,0.91,58.4,Residential
T00513,R0203,Zone_7,-2.2816478245159453,0.17630470796902653,-1.3754642546736748,2024-02-08,1,-1.403620909961221,-1.6773027793695174,0,Thursday,2,False,True,False,False,-0.00116291938048723,-0.0007010521175706804,0,Kavya Gupta,49.0,0,Bengaluru,2023-07-25,152,9,3.6,Low,1060,0.05921052631578947,Zone_7,11070,0.64,45.2,Industrial
T00514,R0257,Zone_3,1.2880425082168223,0.7283828359659223,0.4762004913900789,2023-05-20,0,0.4833727878735918,1.9048843486840965,0,Saturday,5,True,False,False,False,0.0006564946525060256,0.00024271176931196683,0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459,19,4.82,High,1196,0.04139433551198257,Zone_3,12971,2.11,38.0,Business
T00515,R0200,Zone_3,0.9871985940295613,0.7348344101276388,0.31617363834541473,2023-11-11,0,0.01130881262929742,1.2251390564927018,0,Saturday,11,True,False,False,False,0.0005031593241740884,0.00016114864339725521,0,Kavya Kumar,30.0,2,Bengaluru,2021-11-15,443,87,3.6,High,1677,0.1963882618510158,Zone_3,12971,2.11,38.0,Business
T00516,R0103,Zone_1,0.09703294542918389,0.6437140572143667,0.09355154063473102,2023-09-18,0,-0.44724958899169753,-0.18609684425067863,0,Monday,9,False,True,False,False,4.9456139362479045e-05,4.768172305541846e-05,0,Ishaan Gupta,37.0,2,Surat,2022-11-24,175,14,3.07,Medium,1303,0.08,Zone_1,4921,2.43,30.9,Residential
T00517,R0055,Zone_3,-0.35754799381253105,0.4070562901407926,-0.4180547679396062,2023-07-08,1,-1.0204160359393823,-0.658860870999711,0,Saturday,7,False,False,False,True,-0.00018223649022045416,-0.00021307582463792366,0,Kavya Singh,32.0,1,Delhi,2021-11-07,425,12,4.19,High,1685,0.02823529411764706,Zone_3,12971,2.11,38.0,Business
T00518,R0291,Zone_5,0.057074106390735284,0.5464048961146255,0.21201765516434354,2023-02-23,1,-0.22661647970639628,-0.2331380409421247,0,Thursday,2,False,False,False,True,2.9089758608937453e-05,0.00010806200569028723,0,Arjun Ghosh,23.0,2,Pune,2021-04-19,499,94,3.46,High,1887,0.18837675350701402,Zone_5,2590,1.31,43.9,Business
T00519,R0180,Zone_7,-1.5595363853737796,0.32950599937949204,-1.4757575869532238,2023-08-08,1,-1.4230588383536331,-1.425632377070281,0,Tuesday,8,False,True,False,False,-0.0007948707366838835,-0.0007521700239313067,0,Diya Kumar,33.0,1,Hyderabad,2019-12-03,44,4,4.53,Low,2390,0.09090909090909091,Zone_7,11070,0.64,45.2,Industrial
T00520,R0221,Zone_10,-0.2564154792730008,0.41884751479419097,0.1954888301351814,2024-04-23,1,-0.2603173036075264,-0.564778477616819,0,Tuesday,4,False,False,True,False,-0.0001306908660922532,9.963752810151957e-05,0,Diya Patel,21.0,0,Delhi,2021-01-13,106,1,4.41,Low,1983,0.009433962264150943,Zone_10,2440,1.54,35.4,Industrial
T00521,R0240,Zone_10,0.8136564500015009,0.8357614535429652,0.7387999043574558,2024-02-13,0,1.6846115184618136,0.8864424403142906,0,Tuesday,2,False,False,True,False,0.00041470767074490363,0.0003765544874400896,0,Aarav Iyer,30.0,1,Delhi,2020-05-18,174,2,4.07,Medium,2223,0.011494252873563218,Zone_10,2440,1.54,35.4,Industrial
T00522,R0131,Zone_2,-2.182815200808216,0.15298698650520795,-1.882594556181668,2024-07-25,1,-1.483265928244416,-1.6490780613546496,0,Thursday,7,True,False,False,False,-0.0011125459739083669,-0.0009595283160966707,0,Reyansh Ghosh,24.0,1,Surat,2019-10-22,99,7,3.6,Low,2432,0.0707070707070707,Zone_2,6371,0.91,58.4,Residential
T00523,R0044,Zone_4,-0.07560729382255277,0.55305213709979,-0.02965743644483095,2024-01-20,1,-0.6325410102907949,-0.3813178105201796,0,Saturday,1,False,False,True,False,-3.853582763636736e-05,-1.511592071601985e-05,0,Arjun Gupta,36.0,0,Hyderabad,2020-08-01,271,5,3.21,Medium,2148,0.01845018450184502,Zone_4,4038,2.46,48.2,Business
T00524,R0100,Zone_4,0.3370181776118895,0.7191676072401586,-0.11629656033170804,2024-01-08,0,-0.7413429211626081,0.1220229940782929,0,Monday,1,False,False,False,True,0.00017177277146375613,-5.9274495581910316e-05,0,Ishaan Gupta,28.0,1,Delhi,2021-05-24,383,60,3.79,High,1852,0.1566579634464752,Zone_4,4038,2.46,48.2,Business
T00525,R0207,Zone_3,0.32847840421174684,0.6165400249052088,0.49728034632664436,2023-11-13,0,0.5574641123303835,0.11026269490543122,0,Monday,11,False,False,False,True,0.0001674201856328985,0.0002534558340095027,0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47,3,3.93,Low,926,0.06382978723404255,Zone_3,12971,2.11,38.0,Business
T00526,R0207,Zone_3,-1.4953875580967706,0.31579362875736966,-0.9113604097306928,2023-11-20,1,-1.2761383925824143,-1.3974076590554136,0,Monday,11,False,False,False,True,-0.0007621751060635936,-0.0004645058153571319,0,Ishaan Iyer,31.0,1,Mumbai,2023-12-06,47,3,3.93,Low,926,0.06382978723404255,Zone_3,12971,2.11,38.0,Business
T00527,R0292,Zone_1,-1.5059052656381977,0.2668598214857637,-0.44617043880489055,2024-02-19,1,-1.04035884558874,-1.402111778724558,0,Monday,2,False,True,False,False,-0.0007675358132712526,-0.00022740593211258438,0,Diya Patel,37.0,0,Jaipur,2020-06-28,141,19,4.39,Low,2182,0.1347517730496454,Zone_1,4921,2.43,30.9,Residential
T00528,R0257,Zone_3,1.0087764369245626,0.8760458985580201,0.7717989575003937,2023-05-08,0,2.2128435335413243,1.2698281933495754,0,Monday,5,True,False,False,False,0.0005141572053642011,0.00039337357670764207,0,Arjun Reddy,36.0,2,Delhi,2023-03-11,459,19,4.82,High,1196,0.04139433551198257,Zone_3,12971,2.11,38.0,Business
T00529,R0015,Zone_7,-1.620642786371455,0.22871096455633005,-0.7558144394593006,2024-01-28,1,-1.2135331167211387,-1.4515050352505765,0,Sunday,1,False,False,False,True,-0.0008260156913208231,-0.00038522652367956197,0,Saanvi Patel,28.0,2,Chennai,2022-12-19,46,1,3.87,Low,1278,0.021739130434782608,Zone_7,11070,0.64,45.2,Industrial
T00530,R0112,Zone_1,0.9618516111192584,0.7880288485402307,0.24741981164225055,2023-03-08,0,-0.1508842911645309,1.173393740132111,0,Wednesday,3,True,False,False,False,0.0004902403726397851,0.00012610591826822147,0,Meera Nair,41.0,0,Delhi,2020-11-13,311,11,3.24,Medium,2044,0.03536977491961415,Zone_1,4921,2.43,30.9,Residential
T00531,R0267,Zone_2,-0.2711911606098466,0.5275695037336577,0.26907725902854557,2024-04-24,1,-0.10203702955502784,-0.5788908366242529,0,Wednesday,4,False,False,True,False,-0.0001382217943984947,0.00013714437259355024,0,Arjun Iyer,37.0,2,Jaipur,2021-01-01,131,11,4.5,Low,1995,0.08396946564885496,Zone_2,6371,0.91,58.4,Residential
T00532,R0263,Zone_1,1.0031256894498803,0.6922296025982498,0.6403401197901016,2023-06-03,0,1.1547386392972285,1.2580678941767143,0,Saturday,6,False,False,False,True,0.000511277109811356,0.0003263711110041293,0,Ishaan Das,31.0,2,Chennai,2020-12-30,297,21,3.84,Medium,1997,0.0707070707070707,Zone_1,4921,2.43,30.9,Residential
T00533,R0172,Zone_7,-0.19861660972442252,0.43746345162976924,-0.2941362778130896,2023-02-01,1,-0.9215855298922477,-0.5083290415870839,0,Wednesday,2,False,False,True,False,-0.0001012317073009289,-0.00014991655342155434,0,Reyansh Reddy,31.0,2,Pune,2019-12-24,168,14,3.72,Medium,2369,0.08333333333333333,Zone_7,11070,0.64,45.2,Industrial
T00534,R0284,Zone_8,-1.4642355462392043,0.26254401508307235,-0.3862504528068524,2024-06-07,1,-0.9968128371771675,-1.3832953000479797,0,Friday,6,False,False,True,False,-0.0007462974241790032,-0.00019686567421348236,0,Vivaan Das,28.0,0,Surat,2019-07-31,135,19,4.95,Low,2515,0.14074074074074075,Zone_8,4516,1.93,31.0,Business
T00535,R0268,Zone_5,0.8711267647623516,0.8033463273579369,0.7176714929404107,2023-11-20,0,1.5611680511385726,0.9946371927046163,0,Monday,11,False,False,False,True,0.00044399937041913947,0.0003657856742815549,0,Ishaan Kumar,34.0,1,Chennai,2022-10-16,10,0,4.6,Low,1342,0.0,Zone_5,2590,1.31,43.9,Business
T00536,R0008,Zone_6,0.22052298661216757,0.561285757003413,0.5190469007830188,2023-10-12,1,0.6373615712420513,-0.03321295500347899,0,Thursday,10,True,False,False,False,0.00011239703700925973,0.000264549898462293,0,Ishaan Ghosh,28.0,0,Jaipur,2022-10-01,215,23,4.02,Medium,1357,0.10697674418604651,Zone_6,14627,0.54,37.6,Mixed
T00537,R0183,Zone_6,1.1991605095890057,0.9774355028913874,0.36522428371417476,2023-03-22,0,0.1406846347216508,1.6908469037380176,0,Wednesday,3,False,True,False,False,0.0006111929202798193,0.00018614897233138367,0,Arjun Patel,43.0,2,Jaipur,2022-08-27,406,66,3.79,High,1392,0.1625615763546798,Zone_6,14627,0.54,37.6,Mixed
T00538,R0234,Zone_1,0.893074966328232,0.8249597790759143,0.6467232888559898,2023-09-02,0,1.1857888365993934,1.036974269726918,0,Saturday,9,False,True,False,False,0.0004551860174965505,0.00032962451012028026,0,Saanvi Nair,32.0,2,Pune,2022-12-01,183,31,3.98,Medium,1296,0.16939890710382513,Zone_1,4921,2.43,30.9,Residential
